SchoolCode,SchoolName,SchoolType,Grade,TotalEnrollment,FirstLanguageNotEnglish,PctFirstLanguageNotEnglish,EnglishLanguageLearner,PctEnglishLanguageLearner,StudentsWithDisabilities,PctStudentsWithDisabilities,HighNeeds,PctHighNeeds,EconomicallyDisadvantaged,PctEconomicallyDisadvantaged,TotalNoOfClasses,AverageClassSize,NumberOfStudents,SalaryTotals,AverageSalary,FTECount,InDistrictExpenditures,TotalInDistrictFTEs,AverageInDistrictExpendituresPerPupil,TotalExpenditures,TotalPupilFTEs,AverageExpendituresPerPupil,AccountabilityAndAssistanceLevel,AccountabilityAndAssistanceDescription,SchoolAccountablityPercentile,ProgressAndPerformanceAll,ProgressAndPerformanceHighNeeds,DistrictAccountability,DistrictProgressAndPerformanceAll,DistrictProgressAndPerformanceHighNeeds
2430305,Atlantic Middle,Public School,"06,07,08",470,199,42.3,55,11.7,62,13.2,234,49.8,144,30.6,249,20.3,485,52801618,76182,693,132524270.2,9044.4,14652.63,148372694.7,9260.2,16022.62,Level 1,Meeting gap narrowing goals,69,85,96,Level 3,70,63
2430310,Broad Meadows Middle,Public School,"06,07,08",375,72,19.2,25,6.7,115,30.7,218,58.1,139,37.1,248,16.4,346,52801618,76182,693,132524270.2,9044.4,14652.63,148372694.7,9260.2,16022.62,Level 3,Among lowest performing 20% of subgroups,29,54,46,Level 3,70,63
2430315,Central Middle,Public School,"06,07,08",639,203,31.8,34,5.3,69,10.8,233,36.5,158,24.7,380,21,663,52801618,76182,693,132524270.2,9044.4,14652.63,148372694.7,9260.2,16022.62,Level 2,Not meeting gap narrowing goals,63,61,55,Level 3,70,63
2430320,Reay E Sterling Middle,Public School,"05,06,07,08",340,106,31.2,21,6.2,76,22.4,231,67.9,177,52.1,228,17.2,342,52801618,76182,693,132524270.2,9044.4,14652.63,148372694.7,9260.2,16022.62,Level 2,Not meeting gap narrowing goals,35,64,61,Level 3,70,63
2430325,Point Webster Middle,Public School,"05,06,07,08",335,112,33.4,27,8.1,47,14,195,58.2,148,44.2,250,15.9,342,52801618,76182,693,132524270.2,9044.4,14652.63,148372694.7,9260.2,16022.62,Level 1,Meeting gap narrowing goals,62,84,87,Level 3,70,63
2430505,Quincy High,Public School,"09,10,11,12",1503,366,24.4,113,7.5,290,19.3,760,50.6,522,34.7,765,15.7,1450,52801618,76182,693,132524270.2,9044.4,14652.63,148372694.7,9260.2,16022.62,Level 2,Not meeting gap narrowing goals,29,79,61,Level 3,70,63
2430510,North Quincy High,Public School,"09,10,11,12",1168,541,46.3,132,11.3,147,12.6,551,47.2,387,33.1,539,16.4,1204,52801618,76182,693,132524270.2,9044.4,14652.63,148372694.7,9260.2,16022.62,Level 1,Meeting gap narrowing goals,66,85,79,Level 3,70,63
2440015,Margaret L Donovan,Public School,"K,01,02,03,04,05",434,156,35.9,54,12.4,55,12.7,258,59.4,170,39.2,136,22.8,430,17118687,66818,256,45113633.82,2967,15205.13,54863922.78,3418.1,16051,Level 3,Among lowest performing 20% of schools,20,70,72,Level 4,58,54
2440018,J F Kennedy Elementary,Public School,"PK,K,01,02,03,04,05",484,135,27.9,46,9.5,180,37.2,363,75,254,52.5,147,16.7,511,17118687,66818,256,45113633.82,2967,15205.13,54863922.78,3418.1,16051,Level 3,Among lowest performing 20% of schools,13,71,70,Level 4,58,54
2440020,Elizabeth G Lyons Elementary,Public School,"K,01,02,03,04,05",296,80,27,44,14.9,54,18.2,187,63.2,128,43.2,97,20.2,296,17118687,66818,256,45113633.82,2967,15205.13,54863922.78,3418.1,16051,Level 2,Not meeting gap narrowing goals,24,70,72,Level 4,58,54
2440040,Martin E Young Elementary,Public School,"K,01,02,03,04,05",320,127,39.7,82,25.6,61,19.1,215,67.2,145,45.3,104,17.2,345,17118687,66818,256,45113633.82,2967,15205.13,54863922.78,3418.1,16051,Level 3,Among lowest performing 20% of schools and subgroups,6,56,63,Level 4,58,54
2440410,Randolph Community Middle,Public School,"06,07,08",610,230,37.7,58,9.5,131,21.5,375,61.5,265,43.4,448,18.7,694,17118687,66818,256,45113633.82,2967,15205.13,54863922.78,3418.1,16051,Level 3,Among lowest performing 20% of schools and subgroups,16,55,55,Level 4,58,54
2440505,Randolph High,Public School,"09,10,11,12",679,306,45.1,61,9,131,19.3,406,59.8,290,42.7,355,15.6,714,17118687,66818,256,45113633.82,2967,15205.13,54863922.78,3418.1,16051,Level 2,Not meeting gap narrowing goals,33,73,73,Level 4,58,54
2460002,Alice M Barrows,Public School,"K,01,02,03,04,05",384,8,2.1,6,1.6,29,7.6,59,15.4,28,7.3,99,20.4,388,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,Level 2,Not meeting gap narrowing goals,65,62,73,Level 3,66,57
2460005,Birch Meadow,Public School,"K,01,02,03,04,05",383,4,1,2,0.5,66,17.2,83,21.7,25,6.5,81,21.9,389,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,Level 2,Not meeting gap narrowing goals,66,65,63,Level 3,66,57
2460010,Joshua Eaton,Public School,"K,01,02,03,04,05",425,11,2.6,7,1.6,44,10.4,81,19.1,39,9.2,121,21.9,472,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,Level 3,Among lowest performing 20% of subgroups,67,55,61,Level 3,66,57
2460017,J Warren Killam,Public School,"K,01,02,03,04,05",423,20,4.7,15,3.5,53,12.5,96,22.7,42,9.9,108,20.4,463,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,Level 2,Not meeting gap narrowing goals,65,68,86,Level 3,66,57
2460020,Wood End Elementary School,Public School,"K,01,02,03,04,05",315,6,1.9,5,1.6,49,15.6,62,19.7,19,6,82,21.4,321,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,Level 2,Not meeting gap narrowing goals,74,64,56,Level 3,66,57
2460305,Arthur W Coolidge Middle,Public School,"06,07,08",466,6,1.3,1,0.2,97,20.8,115,24.7,29,6.2,199,22.7,472,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,Level 2,Not meeting gap narrowing goals,78,75,50,Level 3,66,57
2460310,Walter S Parker Middle,Public School,"06,07,08",572,13,2.3,5,0.9,85,14.9,117,20.5,44,7.7,253,19,552,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,Level 2,Not meeting gap narrowing goals,85,83,65,Level 3,66,57
2460505,Reading Memorial High,Public School,"09,10,11,12",1265,26,2.1,5,0.4,229,18.1,280,22.1,75,5.9,653,17.2,1268,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,Level 1,Meeting gap narrowing goals,77,86,76,Level 3,66,57
2480003,A. C. Whelan Elementary School,Public School,"K,01,02,03,04,05",730,346,47.4,148,20.3,113,15.5,448,61.4,303,41.5,566,20.6,730,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 1,Meeting gap narrowing goals,67,82,85,Level 2,68,67
2480013,Beachmont Veterans Memorial School,Public School,"PK,K,01,02,03,04,05",370,211,57,95,25.7,74,20,264,71.4,159,43,339,17.7,394,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 1,Meeting gap narrowing goals,56,92,100,Level 2,68,67
2480014,Rumney Marsh Academy,Public School,"06,07,08",593,302,50.9,14,2.4,122,20.6,323,54.5,250,42.2,299,19.5,568,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 2,Not meeting gap narrowing goals,51,59,69,Level 2,68,67
2480025,Abraham Lincoln,Public School,"PK,K,01,02,03,04,05",669,345,51.6,153,22.9,108,16.1,435,65,289,43.2,524,18.2,688,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 2,Not meeting gap narrowing goals,34,70,66,Level 2,68,67
2480035,Staff Sargent James J. Hill Elementary School,Public School,"K,01,02,03,04,05",696,452,64.9,197,28.3,84,12.1,461,66.2,306,44,468,24.4,675,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 1,2016 Level held harmless,56,87,74,Level 2,68,67
2480050,Paul Revere,Public School,"K,01,02,03,04,05",494,272,55.1,115,23.3,76,15.4,329,66.6,240,48.6,374,22.6,509,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 1,Meeting gap narrowing goals,55,81,82,Level 2,68,67
2480056,Garfield Elementary School,Public School,"PK,K,01,02,03,04,05",843,559,66.3,273,32.4,113,13.4,618,73.3,382,45.3,583,20.4,831,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 1,Meeting gap narrowing goals,41,84,79,Level 2,68,67
2480057,Garfield Middle School,Public School,"06,07,08",541,341,63,78,14.4,52,9.6,306,56.6,213,39.4,363,18.8,531,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 2,Not meeting gap narrowing goals,41,70,68,Level 2,68,67
2480305,Susan B. Anthony Middle School,Public School,"06,07,08",557,325,58.3,73,13.1,69,12.4,290,52.1,200,35.9,216,22.5,540,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 2,Not meeting gap narrowing goals,34,87,74,Level 2,68,67
2480505,Revere High,Public School,"09,10,11,12",1837,1109,60.4,263,14.3,185,10.1,993,54.1,705,38.4,810,19.7,1822,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,Level 2,Not meeting gap narrowing goals,25,69,65,Level 2,68,67
2490005,Richmond Consolidated,Public School,"PK,K,01,02,03,04,05,06,07,08",173,0,0,0,0,9,5.2,37,21.4,30,17.3,125,17.5,180,1546938,93754,17,3264507,158.5,20596.26,3839275,216.3,17749.77,Level 1,Meeting gap narrowing goals,84,100,,Level 1,100,
2500005,Rochester Memorial,Public School,"PK,K,01,02,03,04,05,06",466,3,0.6,2,0.4,84,18,126,27,58,12.4,174,19.3,487,2982230,88493,34,6346492.58,475.5,13346.99,6772342.89,494.5,13695.33,Level 2,Not meeting gap narrowing goals,79,69,77,Level 2,69,77
2510020,Memorial Park,Public School,"K,01,02,03,04",275,26,9.5,18,6.5,22,8,116,42.2,97,35.3,70,22,220,10197001,71109,143,29401558.58,2260.5,13006.66,32446918.58,2394.8,13548.91,Level 2,Not meeting gap narrowing goals,33,68,73,Level 2,58,60
2510025,R Stewart Esten,Public School,"01,02,03,04",304,31,10.2,19,6.3,40,13.2,132,43.4,106,34.9,128,19.8,317,10197001,71109,143,29401558.58,2260.5,13006.66,32446918.58,2394.8,13548.91,Level 2,Not meeting gap narrowing goals,36,64,63,Level 2,58,60
2510060,Jefferson Elementary School,Public School,"K,01,02,03,04",332,36,10.8,21,6.3,34,10.2,151,45.5,128,38.6,126,21.6,388,10197001,71109,143,29401558.58,2260.5,13006.66,32446918.58,2394.8,13548.91,Level 1,2016 Level held harmless,25,66,90,Level 2,58,60
2510305,John W Rogers Middle,Public School,"05,06,07,08",680,56,8.2,17,2.5,133,19.6,298,43.8,209,30.7,390,20.7,745,10197001,71109,143,29401558.58,2260.5,13006.66,32446918.58,2394.8,13548.91,Level 2,Not meeting gap narrowing goals,24,59,67,Level 2,58,60
2510505,Rockland Senior High,Public School,"PK,09,10,11,12",703,36,5.1,17,2.4,27,3.8,206,29.3,192,27.3,261,16.1,674,10197001,71109,143,29401558.58,2260.5,13006.66,32446918.58,2394.8,13548.91,Level 1,Meeting gap narrowing goals,26,79,76,Level 2,58,60
2520005,Rockport Elementary,Public School,"PK,K,01,02,03,04,05",407,3,0.7,3,0.7,68,16.7,138,33.9,78,19.2,193,21,420,6270148,74556,84,14654716,956.7,15317.98,16253852,1007.8,16128.05,Level 2,Not meeting gap narrowing goals,58,54,41,Level 2,67,55
2520305,Rockport Middle,Public School,"06,07,08",227,1,0.4,0,0,42,18.5,66,29.1,37,16.3,232,16.2,236,6270148,74556,84,14654716,956.7,15317.98,16253852,1007.8,16128.05,Level 2,Not meeting gap narrowing goals,80,75,68,Level 2,67,55
2520510,Rockport High,Public School,"09,10,11,12",294,4,1.4,0,0,49,16.7,79,26.9,39,13.3,208,13.3,305,6270148,74556,84,14654716,956.7,15317.98,16253852,1007.8,16128.05,Level 1,Meeting gap narrowing goals,57,79,,Level 2,67,55
2530005,Rowe Elementary,Public School,"PK,K,01,02,03,04,05,06",59,0,0,0,0,17,28.8,26,44.1,11,18.6,26,11.7,54,522863,64551,8,1476206,65.8,22434.74,1932828,100.8,19174.88,Level 1,2016 Level held harmless,55,63,,Level 1,63,
2580003,Bates,Public School,"K,01,02,03,04,05",327,45,13.8,18,5.5,73,22.3,179,54.7,148,45.3,114,19.7,317,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,Level 2,Not meeting gap narrowing goals,34,69,64,Level 3,63,60
2580015,Carlton,Public School,"K,01,02,03,04,05",239,42,17.6,16,6.7,52,21.8,135,56.5,113,47.3,91,22.8,249,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,Level 1,Meeting gap narrowing goals,34,96,93,Level 3,63,60
2580025,Nathaniel Bowditch,Public School,"K,01,02,03,04,05,06,07,08",444,250,56.3,164,36.9,47,10.6,341,76.8,283,63.7,274,16.5,536,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,Level 3,Among lowest performing 20% of schools and subgroups,12,45,41,Level 3,63,60
2580030,Horace Mann Laboratory,Public School,"K,01,02,03,04,05",287,62,21.6,33,11.5,34,11.8,180,62.7,157,54.7,116,16.6,270,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,Level 2,Not meeting gap narrowing goals,22,72,69,Level 3,63,60
2580050,Saltonstall School,Public School,"K,01,02,03,04,05,06,07,08",372,96,25.8,36,9.7,58,15.6,168,45.2,125,33.6,167,17.3,381,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,Level 2,Not meeting gap narrowing goals,63,59,59,Level 3,63,60
2580070,Witchcraft Heights,Public School,"K,01,02,03,04,05",479,97,20.3,34,7.1,90,18.8,232,48.4,174,36.3,194,18.6,500,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,Level 2,Not meeting gap narrowing goals,54,60,66,Level 3,63,60
2580305,Collins Middle,Public School,"06,07,08",545,131,24,45,8.3,116,21.3,323,59.3,258,47.3,306,16,586,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,Level 3,Among lowest performing 20% of subgroups,29,63,66,Level 3,63,60
2580505,Salem High,Public School,"09,10,11,12",933,315,33.8,127,13.6,229,24.5,585,62.7,424,45.4,587,13.6,967,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,Level 3,Among lowest performing 20% of schools,20,74,74,Level 3,63,60
2610025,Oak Ridge,Public School,"03,04,05,06",903,7,0.8,6,0.7,154,17.1,272,30.1,152,16.8,290,19.5,908,16957424,91022,186,40819989,2869.5,14225.47,47804211,3184.3,15012.47,Level 2,Not meeting gap narrowing goals,60,64,56,Level 2,50,53
2610305,Sandwich STEM Academy,Public School,"07,08",470,6,1.3,3,0.6,81,17.2,131,27.9,69,14.7,257,21.2,502,16957424,91022,186,40819989,2869.5,14225.47,47804211,3184.3,15012.47,Level 2,Not meeting gap narrowing goals,62,42,57,Level 2,50,53
2610505,Sandwich High,Public School,"09,10,11,12",709,7,1,4,0.6,101,14.2,149,21,69,9.7,384,14.5,705,16957424,91022,186,40819989,2869.5,14225.47,47804211,3184.3,15012.47,Level 2,Not meeting gap narrowing goals,54,74,71,Level 2,50,53
2620040,Lynnhurst,Public School,"K,01,02,03,04,05",235,42,17.9,14,6,41,17.4,103,43.8,51,21.7,114,18.4,258,14501526,69552,209,37211599.08,2698.6,13789.22,41496143.74,2929.3,14165.89,Level 2,Not meeting gap narrowing goals,34,58,53,Level 3,53,49
2620050,Oaklandvale,Public School,"K,01,02,03,04,05",214,37,17.3,22,10.3,28,13.1,116,54.2,87,40.7,96,19.5,233,14501526,69552,209,37211599.08,2698.6,13789.22,41496143.74,2929.3,14165.89,Level 2,Not meeting gap narrowing goals,28,66,69,Level 3,53,49
2620065,Veterans Memorial,Public School,"K,01,02,03,04,05",508,76,15,28,5.5,87,17.1,217,42.7,136,26.8,236,18.2,533,14501526,69552,209,37211599.08,2698.6,13789.22,41496143.74,2929.3,14165.89,Level 2,Not meeting gap narrowing goals,29,48,45,Level 3,53,49
2620067,Douglas Waybright,Public School,"K,01,02,03,04,05",206,34,16.5,12,5.8,15,7.3,85,41.3,62,30.1,92,17.3,189,14501526,69552,209,37211599.08,2698.6,13789.22,41496143.74,2929.3,14165.89,Level 1,Meeting gap narrowing goals,63,79,81,Level 3,53,49
2620305,Belmonte Saugus Middle,Public School,"06,07,08",652,92,14.1,14,2.1,97,14.9,241,37,157,24.1,459,16.4,670,14501526,69552,209,37211599.08,2698.6,13789.22,41496143.74,2929.3,14165.89,Level 3,Among lowest performing 20% of schools and subgroups,19,51,46,Level 3,53,49
2620505,Saugus High,Public School,"09,10,11,12",678,87,12.8,15,2.2,87,12.8,239,35.3,174,25.7,363,13.9,708,14501526,69552,209,37211599.08,2698.6,13789.22,41496143.74,2929.3,14165.89,Level 3,Among lowest performing 20% of schools,16,67,66,Level 3,53,49
2640007,Cushing Elementary,Public School,"K,01,02,03,04,05,06",363,4,1.1,4,1.1,34,9.4,61,16.8,27,7.4,159,19.2,384,19398132,78313,248,40040412,3071.1,13037.81,43114918,3126.2,13791.48,Level 2,Low assessment participation (Less than 95%),84,81,76,Level 2,73,62
2640010,Hatherly Elementary,Public School,"K,01,02,03,04,05,06",313,6,1.9,3,1,50,16,62,19.8,14,4.5,126,19.7,314,19398132,78313,248,40040412,3071.1,13037.81,43114918,3126.2,13791.48,Level 2,Not meeting gap narrowing goals,83,84,66,Level 2,73,62
2640015,Jenkins Elementary School,Public School,"K,01,02,03,04,05,06",463,4,0.9,2,0.4,56,12.1,112,24.2,68,14.7,197,19.6,496,19398132,78313,248,40040412,3071.1,13037.81,43114918,3126.2,13791.48,Level 2,Low assessment participation (Less than 95%),78,91,77,Level 2,73,62
2640020,Wampatuck Elementary,Public School,"PK,K,01,02,03,04,05,06",427,15,3.5,10,2.3,60,14.1,97,22.7,45,10.5,165,17.8,440,19398132,78313,248,40040412,3071.1,13037.81,43114918,3126.2,13791.48,Level 1,Meeting gap narrowing goals,96,100,89,Level 2,73,62
2640305,Gates Intermediate School,Public School,"07,08",521,10,1.9,4,0.8,75,14.4,107,20.5,46,8.8,420,18.6,493,19398132,78313,248,40040412,3071.1,13037.81,43114918,3126.2,13791.48,Level 2,Not meeting gap narrowing goals,63,71,61,Level 2,73,62
2640505,Scituate High School,Public School,"09,10,11,12",914,9,1,2,0.2,112,12.3,175,19.1,91,10,443,18.6,906,19398132,78313,248,40040412,3071.1,13037.81,43114918,3126.2,13791.48,Level 2,Not meeting gap narrowing goals,59,76,69,Level 2,73,62
2650007,George R Martin,Public School,"K,01,02,03,04,05",437,35,8,27,6.2,59,13.5,145,33.2,87,19.9,76,22,455,11018231,75935,145,25645719.99,1955.3,13116,28984017.13,2004.3,14460.92,Level 1,2016 Level held harmless,62,73,75,Level 2,72,61
2650015,Mildred Aitken School,Public School,"PK,K,01,02,03,04,05",415,23,5.5,13,3.1,57,13.7,107,25.8,51,12.3,66,22.8,421,11018231,75935,145,25645719.99,1955.3,13116,28984017.13,2004.3,14460.92,Level 2,Not meeting gap narrowing goals,70,91,70,Level 2,72,61
2650405,Dr. Kevin M. Hurley Middle School,Public School,"06,07,08",519,23,4.4,5,1,87,16.8,145,27.9,75,14.5,343,15.2,528,11018231,75935,145,25645719.99,1955.3,13116,28984017.13,2004.3,14460.92,Level 2,Not meeting gap narrowing goals,67,62,61,Level 2,72,61
2650505,Seekonk High,Public School,"09,10,11,12",583,18,3.1,6,1,87,14.9,156,26.8,85,14.6,300,17.4,583,11018231,75935,145,25645719.99,1955.3,13116,28984017.13,2004.3,14460.92,Level 1,Meeting gap narrowing goals,65,86,76,Level 2,72,61
2660005,Cottage Street,Public School,"K,01,02,03,04,05",525,124,23.6,45,8.6,37,7,114,21.7,31,5.9,165,21.7,551,20421703,78087,262,51393898.7,3515.6,14618.81,54939811.21,3567.3,15400.95,Level 1,Meeting gap narrowing goals,91,100,87,Level 1,100,94
2660010,East Elementary,Public School,"K,01,02,03,04,05",457,135,29.5,25,5.5,44,9.6,100,21.9,29,6.3,130,20.5,426,20421703,78087,262,51393898.7,3515.6,14618.81,54939811.21,3567.3,15400.95,Level 1,2016 Level held harmless,94,100,71,Level 1,100,94
2660015,Heights Elementary,Public School,"K,01,02,03,04,05",529,175,33.1,26,4.9,59,11.2,119,22.5,35,6.6,163,20,511,20421703,78087,262,51393898.7,3515.6,14618.81,54939811.21,3567.3,15400.95,Level 1,Meeting gap narrowing goals,98,100,100,Level 1,100,94
2660305,Sharon Middle,Public School,"PK,06,07,08",899,236,26.3,14,1.6,117,13,187,20.8,70,7.8,565,19.2,914,20421703,78087,262,51393898.7,3515.6,14618.81,54939811.21,3567.3,15400.95,Level 1,Meeting gap narrowing goals,94,100,95,Level 1,100,94
2660505,Sharon High,Public School,"09,10,11,12",1058,196,18.5,7,0.7,132,12.5,190,18,66,6.2,555,15.2,1138,20421703,78087,262,51393898.7,3515.6,14618.81,54939811.21,3567.3,15400.95,Level 1,Meeting gap narrowing goals,97,100,81,Level 1,100,94
2690010,Pine Hill,Public School,"PK,K,01,02,03,04,05",429,25,5.8,7,1.6,61,14.2,79,18.4,17,4,148,20.3,407,3057173,100565,30,6410291,389,16478.9,7676749,393,19533.71,Level 1,Meeting gap narrowing goals,96,100,100,Level 1,100,100
2710015,Calvin Coolidge,Public School,"K,01,02,03,04",409,168,41.1,32,7.8,48,11.7,150,36.7,65,15.9,89,21.5,410,29976467,75488,397,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,Level 1,2016 Level held harmless,85,68,68,Level 2,82,65
2710020,Floral Street School,Public School,"01,02,03,04",722,313,43.4,50,6.9,71,9.8,199,27.6,70,9.7,163,23.4,718,29976467,75488,397,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,Level 1,2016 Level held harmless,94,96,74,Level 2,82,65
2710025,Walter J Paton,Public School,"K,01,02,03,04",366,64,17.5,4,1.1,54,14.8,74,20.2,15,4.1,81,21.3,359,29976467,75488,397,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,Level 1,Meeting gap narrowing goals,98,100,86,Level 2,82,65
2710030,Oak Middle School,Public School,"07,08",1003,265,26.4,25,2.5,142,14.2,233,23.2,89,8.9,507,23.2,1036,29976467,75488,397,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,Level 2,Not meeting gap narrowing goals,73,75,59,Level 2,82,65
2710035,Spring Street,Public School,"K,01,02,03,04",372,83,22.3,5,1.3,41,11,68,18.3,22,5.9,95,21.5,354,29976467,75488,397,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,Level 1,Meeting gap narrowing goals,96,100,90,Level 2,82,65
2710305,Sherwood Middle School,Public School,"05,06",977,288,29.5,17,1.7,132,13.5,249,25.5,93,9.5,602,22,978,29976467,75488,397,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,Level 2,Not meeting gap narrowing goals,75,68,56,Level 2,82,65
2710505,Shrewsbury Sr High,Public School,"09,10,11,12",1792,407,22.7,45,2.5,207,11.6,356,19.9,143,8,874,16.3,1664,29976467,75488,397,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,Level 2,Not meeting gap narrowing goals,82,90,69,Level 2,82,65
2720005,Shutesbury Elementary,Public School,"PK,K,01,02,03,04,05,06",121,1,0.8,1,0.8,18,14.9,51,42.1,37,30.6,41,14.7,131,876414,58041,15,2437288.26,155.9,15633.66,2616302.26,164.9,15865.99,Level 2,Not meeting gap narrowing goals,57,68,,Level 2,68,
2730005,Chace Street,Public School,"PK,K,01,02,03,04,05",404,8,2,7,1.7,71,17.6,142,35.1,95,23.5,170,21.2,395,8566773,70133,122,22223627.71,1825.9,12171.33,25030561,1876.5,13338.96,Level 2,Not meeting gap narrowing goals,48,63,78,Level 2,64,75
2730008,North Elementary,Public School,"K,01,02,03,04,05",506,1,0.2,0,0,51,10.1,152,30,115,22.7,249,21.7,498,8566773,70133,122,22223627.71,1825.9,12171.33,25030561,1876.5,13338.96,Level 2,Not meeting gap narrowing goals,54,72,94,Level 2,64,75
